,Nombre,Compositor,Artista/Banda,URL,Año,Letra
400,Es por ti,,Juanes	,https://www.letras.com/es-por-ti/juanes/,2003,Cada vez que me levantoY veo que a mi lado estás y me siento renovadoMe siento aniquilado aniquilado si no estásTu controlas toda mi verdad y todo lo que está de másTus ojos me llevan lentamente al solY tu boca me habla del amor y el corazónTu piel tiene el color de un rojo atardecerY es por ti...Que late mi corazónY es por ti...Que brillan mis ojos hoyY es por ti...Que he vuelto a hablar de amorY es por ti...Que calma mi dolorY cada vez que yo te buscoY no te puedo aún hallarMe siento un vagabundoPerdido por el mundoDesordenado si no estásComo mueves tú mi felicidadY todo lo que está de másTus ojos me llevan lentamente al solY tu boca me habla del amor y el corazónTu piel tiene el color de un rojo atardecerY es por ti...Que late mi corazónY es por ti...Que he vuelto a hablar de amorY es por ti...Que brillan mis ojos hoyY es por ti...Que calma mi dolor
401,Mariposa traicionera,,Maná	,https://www.letras.com/mana/69073/,2003,"Eres como una mariposaVuelas y te posas, vas de boca en bocaFácil y ligera de quien te provocaYo soy ratón de tu ratoneraTrampa que no mata, pero no liberaVivo muriendo prisioneroMariposa traicioneraTodo se lo lleva el vientoMariposa, no regresoAy, mariposa de amor, mi mariposa de amorYa no regreso contigoAy, mariposa de amor, mi mariposa de amorNunca jamás junto a tiVuela, amorVuela, dolorY no regreses a un ladoYa vete de flor en florSeduciendo a los pistilosY vuela cerca del SolPa' que sientas lo que es dolorAy, mujer, cómo haces dañoPasan los minutos cual si fueran añosMira, estos celos me están matandoAy, mujer, qué fácil eresAbres tus alitas, muslos de coloresDonde se posan tus amoresMariposa traicioneraTodo se lo lleva el vientoMariposa, no regresoAy, mariposa de amor, mi mariposa de amorYa no regreso contigoAy, mariposa de amor, mi mariposa de amorNunca jamás junto a tiVuela, amorVuela, dolorQue tengas suerte en tu vidaAy, ay, ay, ay, ay, dolorYo te lloré todo un ríoAy, ay, ay, ay, ay, amorTú te me vas a volar"
402,No sé vivir sin ti,,Los Temerarios	,https://www.letras.com/los-temerarios/1098495/,2003,"Siempre que me hablan de ti, yo les pido, ya no digan nada,aunque por dentro quisiera, quisiera saber, donde estas,adonde vas y si todavia me amas.siempre que me hablan de ti, mi alma esconde una lagrima,aunque por dentro quisiera, quisiera gritare cuanto te amo,amor no se vivir sin ti, todo mi ser te extraña,amor no se vivir sin ti, cuando mi amor,cuando mi amor tu vas a estar aquiCOROamor no se vivir sin ti, todo mi ser te extraña,amor no se vivir sin ti, cuando mi amor,cuando mi amor tu vas a estar aqui..COROamor no se vivir sin ti, todo mi ser te extraña,amor no se vivir sin ti, cuando mi amor ,cuando mi amor,tu vas a estar conmigo"
403,Me falta valor,,Pepe Aguilar	,https://www.letras.com/pepe-aguilar/916224/,2003,"¿que voy a hacer sin verte?seguro que sufrirpreferible la muerteque dejar de tenerte y alejado de tisurgió tan de repentetu inesperado adioscambiaste mi destino,pusiste en mi caminola espina por la florY me puedo morir de tristezay me puedo morir de dolorde saber que me faltan tus besosde saberme que estoy sin tu amory me puedo morir de tristezay me puedo morir de dolorpa' enfrentarme sin ti a la vidate lo digo, me falta valor¿que voy a hacer sin verte?seguro que sufrirpero no te detengas,se ha borrado la huellade lo que yo te diY me puedo morir de tristezay me puedo morir de dolorde saber que me faltan tus besosde saberme que estoy sin tu amory me puedo morir de tristezay me puedo morir de dolorpa' enfrentarme sin ti a la vidate lo juro, me falta valor"
404,Yo la amo,,Pepe Aguilar	,https://www.letras.com/pepe-aguilar/543857/,2003,"Me dejó el corazón partido en dos irremediablemente que iluso fue pensar que nuestro amor iba a ser para siempre ella rompió mi ilusión a la mitad, se esfumó como el smog de la ciudad se fue de mi vida y no comprende como la amo yo Yo la amo, yo la amo, la amo tan descabelladamente yo la amo, yo la amo, ni un minuto sale de mi mente yo la amo, yo la amo y en mi vida sigue tan presente yo la amo, yo la amo como ama sólo un demente ¿de que sirve una carta en el buro y un beso remitente? ¿de que vale escribir de quien amo si ella se encuentra ausente? porque lo que empieza tiene que acabar, todo lleva fecha de caducidad ella se fue repentinamente sin decir adios Yo la amo, yo la amo, la amo tan descabelladamente yo la amo, yo la amo, ni un minuto sale de mi mente yo la amo, yo la amo y en mi vida sigue tan presente yo la amo, yo la amo como ama sólo un demente Sin ella, sin ella... no quiero ni degustar me siento completo sólo si la tengo ayy cuanto la quiero, ayy cuanto la extraño Yo la amo, yo la amo, la amo tan descabelladamente yo la amo, yo la amo, ni un minuto sale de mi mente yo la amo, yo la amo y en mi vida sigue tan presente yo la amo, yo la amo como ama sólo un demente"
405,Ríe y llora,,Celia Cruz	,https://www.letras.com/celia-cruz/318104/,2003,"¡Azúcar!Lo que es bueno hoyQuizás no lo sea mañanaHe ahí el valor del momentoHe ahí el presente perfectoLa oportunidad de llegarTú verás si te montas en ellaAgárrate fuerteY ya no te sueltesRíe, lloraQue a cada cual le llega su horaRíe, lloraVive tu vida y gózala toda¡Azúcar!Todo es tan relativoNo es que recuerde, sino que no olvidoEso es el perdón, recordar sin dolorAgárrate fuerte y ya no te sueltesRíe, lloraQue a cada cual le llega su hora (le llega, le llega)Ríe, lloraVive tu vida y gózala toda (vive tu vida y gózala toda)¡Azúcar!Ríe, lloraVive tu vida y gózala toda (ay, toda)Ríe (ríe, ríe), llora (ay, llora)Que esta negrita no pasa de moda¡Ay, qué sabroso es!¡Ay, qué sabroso!¡Qué sabrosito es este ritmo de ahora!(Esta negrita no pasa de moda)No paso de moda, no paso de moda(Esta negrita no pasa de moda)Ríe, lloraEsta negrita no pasa de moda(Te lo dije)"
406,Cuidarte el alma,,Chayanne	,https://www.letras.com/chayanne/98661/,2004,Solo si pudiera estar contigoTu dormida entre mis brazosY mirarte en el silencioSolo si pudiera dibujarteUna escena de mis sueñosDonde siempre estás presenteCon solo tenerte aquíDecirte lo que yo sientoEs que me gusta tu caraMe gusta tu peloSoñar con tu voz cuando dices te quieroMe gusta abrazartePerderme en tu aromaPoder encontrar en tus ojos el cieloMe gusta tu risaMe gusta tu bocaMe gusta creer que por mí tú estás locaQuiero que sientasConmigo la calmaY cuando llegue la nocheCuidarte el almaComo despertar en la distanciaSin tu piel junto a la míaAmando tu fotografíaPodemos mandar besos con el vientoMirar la Luna al mismo tiempoContar un día másCon solo tenerte aquíNo sabes lo que me faltasEs que me gusta tu caraMe gusta tu peloSoñar con tu voz cuando dices te quieroMe gusta abrazartePerderme en tu aromaPoder encontrar en tus ojos el cieloMe gusta tu risaMe gusta tu bocaMe gusta creer que por mí tú estás locaQuiero que sientasConmigo la calmaY cuando llegue la nocheCuidarte el almaY a pesar de todoY sin darnos cuentaEstaré en tu puertaDiciéndote otra vezEs que me gusta tu caraMe gusta tu peloSoñar con tu voz cuando dices te quieroMe gusta abrazartePerderme en tu aromaPoder encontrar en tus ojos el cieloMe gusta tu risaMe gusta tu bocaMe gusta creer que por mí tú estás locaQuiero que sientasConmigo la calmaY cuando llegue la nocheCuidarte el alma
407,Vanidosa,,Cuisillos	,https://www.letras.com/banda-cuisillos/998613/,2004,"Quien la viera tan bonita,con su cuerpo que cautiva,tiene una mirada linday una piel color vainilla.La otra noche allá en el baile,me acerque para invitarla,que bailara así conmigo,pegaito, pegaito.Ella tiene un movimientoy por eso yo la quiero,pero en medio de la pista,dios bendito como se mueve,como se mueve.Vanidosa, vanidosa,cuando comienza a bailar,esa niña es otra cosa,vanidosa, vanidosa,que me agarren confesao,esa niña me provoca,vanidosa, vanidosa,cuando comienza a bailar,esa niña es otra cosa,vanidosa, vanidosa,que me agarren confesao,esa niña me provoca.Quien la viera...Ella tiene un movimientoy por eso yo la quiero,pero enmedio de la pista,dios bendito como se mueve,como se mueve.Vanidosa, vanidosa,cuando comienza a bailar,esa niña es otra cosa,vanidosa, vanidosa,que me agarren confesao,esa niña me provoca"
408,En los puritos huesos,,La Arrolladora Banda El Limón,https://www.letras.com/la-arrolladora-banda-el-limon/129322/,2004,"Me perdonas mi amor, por decirte la verdad a quemarropa,pero ya me canse de esperarme a eses idiota,soy tu amante lo se te conoci casada,pero eso no me impide sentir celos y rabia,y es que quiero obtener,tus besos tu calor sin despedidas quiero tu libertad, para ya no mirarnos a escondidas,quiero hacerte el amor,como me venga en gana,en la sala en la duchao en lo ancho de mi cama,y gastarnos mil noches,en caricias y besos,no importa que me dejes,en los puritos huesoses que quiero obtener,tus besos tu calor sin despedidas,quiero tu libertad,para ya no mirarnos a escondidas,quiero hacerte el amor,como me venga en gana,en la sala o en la duchao en lo ancho de mi cama,y gastarnos mil noches en caricias y besos no importa que me dejes,en los purtitos huesosy gastarnos mil noches,en caricias y besos,no importa que me dejesen los puritos huesos."
409,Mi credo,,K-Paz de la Sierra,https://www.letras.com/k-paz-de-la-sierra/917540/,2005,"Por donde vayas, iréCon una venda en los ojosLo que me pidas haréEl amor cuando es verdad es uno soloNo me preguntes por quéHe sido bueno contigoSolo sé que eres mi religiónQue me importa si le llaman fanatismoSin ti yo no soy el mismoEres mi credo pedazo de cielo Abrázame fuerteMi trébol de buena suertePrefiero morir junto a ti a no verte(Oye, mija, por donde quiera que vayas, iré)(Con una venda en los ojos)(Porque te amo, te amo, te amo)No me preguntes por quéHe sido bueno contigoSolo sé que eres mi religiónQue me importa si le llaman fanatismoSin ti yo no soy el mismoEres mi credo pedazo de cielo Abrázame fuerteMi trébol de buena suertePrefiero morir junto a ti a no verteSin ti yo no soy el mismoEres mi credo, pedazo de cielo, abrázame fuerteMi trébol de buena suertePrefiero morir junto a ti a no verte"
410,Gasolina,,Daddy Yankee,https://www.letras.com/daddy-yankee/119501/,2005,"(Who's this?)¡Daddy Yankee!Zúmbale mambo, pa' que mis gatas prendan los motore'Zúmbale mambo, pa' que mis gatas prendan los motore'Zúmbale mambo, pa' que mis gatas prendan los motore'Que se preparen, que lo que viene es pa' que le den (¡duro!)Mamita, yo sé que tú no te me vas a quitar (¡duro!)Lo que me gusta es que tú te dejas llevar (¡duro!)Todos los weekend, ella sale a vacilar (¡duro!)Mi gata no para de janguear, porqueA ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!)A ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!)Ella prende las turbinas, no discriminaNo se pierde ni un party de marquesinaSe acicala hasta pa' la esquinaLuce tan bien que hasta la sombra le combinaAsesina, me dominaJanguea en carros, motoras y limosinasLlena su tanque de adrenalinaCuando escucha reguetón en las bocinasA ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!)A ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!) yo'Aquí somos los mejores, no te me ajore'En la pista, nos llaman Los Matadore'Tú haces que cualquiera se enamoreCuando bailas al ritmo de los tambore'Esto va pa' las gatas de to' colore'Pa' las mayore', pa' las menore'Pa' las que son más zorras que los cazadore'Pa' las mujeres que no apagan sus motore'Tenemos tú y yo algo pendienteTú me debe' algo y lo sabe'Conmigo ella se pierdeNo le rinde cuentas a nadieTenemos tú y yo algo pendienteTú me debe' algo y lo sabe'Conmigo ella se pierdeNo le rinde cuentas a nadieZúmbale mambo, pa' que mis gatas prendan los motore'Zúmbale mambo, pa' que mis gatas prendan los motore'Zúmbale mambo, pa' que mis gatas prendan los motore'Que se preparen, que lo que viene es pa' que le den (¡duro!)Mamita, yo sé que tú no te me vas a quitar (¡duro!)Lo que me gusta es que tú te dejas llevar (¡duro!)Todos los weekend, ella sale a vacilar (¡duro!)Mi gata no para de janguear, porqueA ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!)A ella le gusta la gasolina(¡Dame más gasolina!)Cómo le encanta la gasolina(¡Dame más gasolina!)"
411,Te voy a perder,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1025693/,2007,"No, no te vayasAún quedan palabrasMil frases del almaY entre ellas no estaba el adiósEspera, por DiosFalta besarte más, acariciarteAdemás hay promesasDe esas que hay que cumplirNo te puedes irRompecabezas sin piezasLos planesLos sueños que apenas comiezanEsto es un errorNadie más va poner en tu boca su amorNo como yoTe amo sin miedoTe amo cobardeTe amo sin tiempoTe amo que ardeYo sé, te perderéTe amo dormidaTe amo en silencioTe amo, mi vidaTe amo, lo sientoY no hay nada que yo pueda hacerEn cuanto cruces la puerta te voy a perderNo, no te vayasAún el café no está listoYo sé que no has visto de mí lo mejorEspera, por favorFalta besarte más, acariciarteAdemás de mil cosasQue no son hermosas sin tiNo te puedes irRompecabezas sin piezasLos planesLos sueños que apenas comiezanEsto es un errorNadie más va poner en tu boca su amorNo como yoTe amo sin miedoTe amo cobardeTe amo sin tiempoTe amo que ardeLo sé, te perderéTe amo dormidaTe amo en silencioTe amo, mi vidaTe amo, lo sientoY no hay nada que yo pueda hacerEn cuanto cruces la puerta te voy a perderTe amo dormidaTe amo en silencioTe amo, mi vidaTe amo, lo sientoY no hay nada que yo pueda hacerEn cuanto cruces la puerta te voy a perderTe voy a perder"
412,El eco de tu voz,,Playa Limbo	,https://www.letras.com/playa-limbo/1061929/,2007,Vuelve el tiempo que dejoTu memoria en mi canciónVivo en el límiteEl eco de tu vozY te sientoComo algo imposibleRecuerdo quePrometí volver cada día cálidoSe desliza para traer tu recuerdo líquidoMe abraza la pielEn los días como hoyEntre el mar y el corazónVivo en el límiteEl eco de tu vozY te sientoComo algo imposibleRecuerdo quePrometí volver cada día cálidoSe desliza para traer tu recuerdo líquidoQue me abraza para volver cada día cálidoSe desliza para traer tu recuerdo líquidoQue me abraza para volver cada día cálidoSe desliza para traer tu recuerdo líquidoMe abraza la piel
413,Te quiero,,Nigga,https://www.letras.com/nigga/983396/,2007,"Romantic Style in da WorldEn la monarquíaMasterBombón, gangsterEl Flex Nigga en fusiónPara la niña más lindaDel planeta enteroYo', listen upY ese es NiggaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizAy, cómo quisiera en este instante abrazarteY mil canciones al oído cantarteA tu vida, muchas rosas regalarleEs que tú me enamorasteEs que tú eres el lucero que guía mi vidaSi no te tengo en mi canción, no existen melodíasTú me haces falta, baby, de noche y de díaSin tu inspiración no existiría esta poesíaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizTúQue me haces soñarY a las estrellas llegarCon solo pensarte, babyTúQue me sueles llenarEres mi aire vitalSin ti no respiro, ladyTú no te imaginasLa falta que me hacesCuando no te tengo cercaMe muero por llamarteY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizYeh, yehY es que te quiero, uoh(Desde que te he conocido)(Yo vivo tan feliz) yehUoohAy, nena, no sabes cuánto te quieroMi niña lindaRomantic Style in da World"
414,Intocable,,Aleks Syntek	,https://www.letras.com/aleks-syntek-e-la-gente-normal/1033950/,2007,"Yo no se que sucedio,Nunca supe la verdad,La razon de tus motivos.Si en el juego del amorAhora soy el perdedor,Debo salir adelante.Pero me voy,Me marcho porque fue tu decision,Te amare,Lo hare si es necesario por los dosQue aqui en mi corazonNo te voy a olvidar,Pues de ahora en adelanteIntocable es tu lugar.Debes confundida estar,Terminar por terminarPero yo te lo respeto.Y lo que me pidas tu,Si eso te hace mas felizPara mi es algo sagrado.Pero me voy,Me marcho porque fue tu decision,Te amare,Lo hare si es necesario por los dosQue aqui en mi corazonNo te voy a olvidar,Pues de ahora en adelanteIntocable es tu lugar.Intocable es tu lugar,Intocable es tu lugar...Pero me voy,Me marcho porque fue tu decision,Te amare,Lo hare si es necesario por los dosQue aqui en mi corazonNo te voy a olvidar,Pues de ahora en adelanteIntocable es tu lugar.Intocable es tu lugar,Intocable es tu lugar..."
415,Dímelo,,Enrique Iglesias	,https://www.letras.com/enrique-iglesias/1056693/,2007,"Dímelo, por que estas fuera de miY al mismo tiempo estas muy dentroDímelo sin hablar y hazme sentirTodo lo que yo ya sientoDespués yo te veo y tu me mirasVamos a comernos nuestra vidaYo no voy a conformarme inventándoteSiempre ha sido asíPorque ya no puedo despegarme de tiCuanto mas quiero escaparme mas me quedoMirándote a los ojos sin respirarY esperando solo un gesto para empezarDímelo, por que estas fuera de miY al mismo tiempo estas muy dentroDímelo sin hablar y hazme sentirTodo lo que yo ya sientoDimelo suave, dimelo fuerte,Dimelo fuerte, dímelo suaveDimelo por fin de una vezMe gusta de ti, lo mucho que me gustasY que poco me perdono yo de mi,No tenemos nada que perderY tenemos demasiado que vivirDímelo, si o no quiero o no quieroDímelo y después olvídate de todoDimelo,las cosas buenas siempre son asi,Y las malas que se alejen ya de mí.Dímelo, por que estas fuera de miY al mismo tiempo estas muy dentroDímelo sin hablar y hazme sentir todoLo que yo no sientoDímelo, dímelo, dímelo"
416,El eco de tu voz,,Playa Limbo	,https://www.letras.com/playa-limbo/1061929/,2007,Vuelve el tiempo que dejoTu memoria en mi canciónVivo en el límiteEl eco de tu vozY te sientoComo algo imposibleRecuerdo quePrometí volver cada día cálidoSe desliza para traer tu recuerdo líquidoMe abraza la pielEn los días como hoyEntre el mar y el corazónVivo en el límiteEl eco de tu vozY te sientoComo algo imposibleRecuerdo quePrometí volver cada día cálidoSe desliza para traer tu recuerdo líquidoQue me abraza para volver cada día cálidoSe desliza para traer tu recuerdo líquidoQue me abraza para volver cada día cálidoSe desliza para traer tu recuerdo líquidoMe abraza la piel
417,Te quiero,,Nigga	,https://www.letras.com/nigga/983396/,2007,"Romantic Style in da WorldEn la monarquíaMasterBombón, gangsterEl Flex Nigga en fusiónPara la niña más lindaDel planeta enteroYo', listen upY ese es NiggaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizAy, cómo quisiera en este instante abrazarteY mil canciones al oído cantarteA tu vida, muchas rosas regalarleEs que tú me enamorasteEs que tú eres el lucero que guía mi vidaSi no te tengo en mi canción, no existen melodíasTú me haces falta, baby, de noche y de díaSin tu inspiración no existiría esta poesíaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizTúQue me haces soñarY a las estrellas llegarCon solo pensarte, babyTúQue me sueles llenarEres mi aire vitalSin ti no respiro, ladyTú no te imaginasLa falta que me hacesCuando no te tengo cercaMe muero por llamarteY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizYeh, yehY es que te quiero, uoh(Desde que te he conocido)(Yo vivo tan feliz) yehUoohAy, nena, no sabes cuánto te quieroMi niña lindaRomantic Style in da World"
418,Me enamora,,Juanes	,https://www.letras.com/juanes/1076674/,2007,"Cada blanco de mi menteSe vuelve color con verteY el deseo de tenerteEs más fuerte, es más fuerteSólo quiero que me llevesDe tu mano por la sendaY atravesar el bosqueQue divide nuestras vidasHay tantas cosas que me gustan hoy de tiMe enamora que me hables con tu bocaMe enamora que me eleves hasta el cieloMe enamora que de mi sea tu alma soñadoraEsperanza de mis ojosSin ti mi vida no tiene sentidoSin ti mi vida es como un remolinoDe cenizas que se van oh oh oh ohVolando con el vientoYo no sé si te merezcoSólo sé que aún deseoQue le des luz a mi vidaEn los días veniderosLéeme muy bien los labiosTe lo digo bien despacioPor el resto de mis díasQuiero ser tu compañíaHay tantas cosas que me gustan hoy de tiMe enamora que me ames con tu bocaMe enamora que me lleves hasta el cieloMe enamora que de mi sea tu alma soñadoraLa esperanza de mis ojosSin ti mi vida no tiene sentidoSin ti mi vida es como un remolinoDe cenizas que se van (hoooo)Me enamora que me ames con tu bocaMe enamora que me lleves hasta el cieloMe enamora que de mi sea tu alma soñadoraLa esperanza de mis ojosSin ti mi vida no tiene sentidoSin ti mi vida es como un remolinoDe cenizas que se van (hoooo)Volando con el viento"
419,Te quiero,,Nigga	,https://www.letras.com/nigga/983396/,2008,"Romantic Style in da WorldEn la monarquíaMasterBombón, gangsterEl Flex Nigga en fusiónPara la niña más lindaDel planeta enteroYo', listen upY ese es NiggaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizAy, cómo quisiera en este instante abrazarteY mil canciones al oído cantarteA tu vida, muchas rosas regalarleEs que tú me enamorasteEs que tú eres el lucero que guía mi vidaSi no te tengo en mi canción, no existen melodíasTú me haces falta, baby, de noche y de díaSin tu inspiración no existiría esta poesíaY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizTúQue me haces soñarY a las estrellas llegarCon solo pensarte, babyTúQue me sueles llenarEres mi aire vitalSin ti no respiro, ladyTú no te imaginasLa falta que me hacesCuando no te tengo cercaMe muero por llamarteY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizY es que te quiero, uohBaby, te quiero, uoh-uohDesde que te he conocidoYo vivo tan felizYeh, yehY es que te quiero, uoh(Desde que te he conocido)(Yo vivo tan feliz) yehUoohAy, nena, no sabes cuánto te quieroMi niña lindaRomantic Style in da World"
420,Cada Que...,,"Belanova
",https://www.letras.com/belanova/1083319/,2008,"Siento queDesde aquel momento que te viDescifréQue nunca serías para míQue tal vez conocerte fue mi errorO quizás el amor se equivocóY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de tiSiento queTú me cortas la respiraciónCada vezQue te acercas sólo un poco a míQue tal vez conocerte fue mi errorO quizás el amor se equivocóY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de tiPero esta historia tiene que pararNo entiendo esto de verdadNo tiene caso esta situaciónPorque esto es tan ilógicoY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de ti, hablar de tiHablar de ti, hablar de ti"
421,"Gotas de Agua Dulce""",,"Juanes
",https://www.letras.com/juanes/1105982/,2008,"Cui cui cui cui cui cui cuiCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiHace mucho tiempo no me enamoraba de unos ojos tan bonitosComunes de lozano brilloEra lo que menos en mi plan estabaAunque te admito que a veces soñabaCon la belleza de tu miradaQuiero llevar el ritmo de tu corazónPara bailar entre los dos esta canciónLa verdad, me estoy volviendo a enamorarLa verdad, quiero que sepas queLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiLlevame, de ser preciso, por la semblanza de tu sombraYo sé que tu prendes la luz y en mi vida te asomasComo las blancas palomas, cuando la plaza se tomanCon vuelo inmortalQuiero llevar el ritmo de tu corazónPara bailar entre los dos esta canciónLa verdad, me estoy volviendo a enamorarLa verdad, quiero que sepas queLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolEs lo que siento por tiEs lo que siento por tiEs lo que siento por ti"
422,Cada que...,,"Belanova
",https://www.letras.com/belanova/1083319/,2008,"Siento queDesde aquel momento que te viDescifréQue nunca serías para míQue tal vez conocerte fue mi errorO quizás el amor se equivocóY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de tiSiento queTú me cortas la respiraciónCada vezQue te acercas sólo un poco a míQue tal vez conocerte fue mi errorO quizás el amor se equivocóY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de tiPero esta historia tiene que pararNo entiendo esto de verdadNo tiene caso esta situaciónPorque esto es tan ilógicoY cada que pienso en tiSe enciende mi corazónY nada es más triste que hoyHablar de ti, hablar de tiHablar de ti, hablar de ti"
423,Gotas de agua dulce,,Juanes	,https://www.letras.com/juanes/1105982/,2008,"Cui cui cui cui cui cui cuiCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiHace mucho tiempo no me enamoraba de unos ojos tan bonitosComunes de lozano brilloEra lo que menos en mi plan estabaAunque te admito que a veces soñabaCon la belleza de tu miradaQuiero llevar el ritmo de tu corazónPara bailar entre los dos esta canciónLa verdad, me estoy volviendo a enamorarLa verdad, quiero que sepas queLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiCui cui cui cui cui cui cuiLlevame, de ser preciso, por la semblanza de tu sombraYo sé que tu prendes la luz y en mi vida te asomasComo las blancas palomas, cuando la plaza se tomanCon vuelo inmortalQuiero llevar el ritmo de tu corazónPara bailar entre los dos esta canciónLa verdad, me estoy volviendo a enamorarLa verdad, quiero que sepas queLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolLo que yo siento por ti, es amorGanas que me hacen util, el corazónDroga que me hace inmune, ante el dolorGotas de agua dulce, rayo de SolEs lo que siento por tiEs lo que siento por tiEs lo que siento por ti"
424,El presente,,Julieta Venegas,https://www.letras.com/venegas-julieta/1238501/,2008,"Ya sé lo que te diga no va a ser suficienteAyaya yay ayY lo que tú me entregues dejará pendientesAyaya yay ayQuien nos dice qué, la vidaNos dará el tiempo necesarioToma de mi lo que deseasComo si solo quedaráEl presente es lo único que tengoEl presente es lo único que hayEs contigo mi vida con quien puedo sentirQue merece la pena vivirCon el mundo, como va se nos acaba todoAyaya yay ayLa tempestad y la calma casi son la misma cosaAyaya yay ayY nos dice que, la vidaNos dará el tiempo necesarioToma de mi lo que deseasComo si solo quedaráEl presente es lo único que tengoEl presente es lo único que hayEs contigo mi vida con quien puedo sentirQue merece la pena vivirEl presente es lo único que tenemosEl presente es lo único que hayEs contigo mi vida con quien puedo sentirQue merece la pena vivirYa sé lo que te diga no va ser suficiente consueloPor perder ese lugarQue amamos y destrozamosEl presente es lo único que tengoEl presente es lo único que hayEs contigo mi vida con quien puedo sentirQue merece la pena vivir"
