Nombre,Compositor,Artista/Banda,URL,Año
Pa' mala yo,,Natti Natasha	,https://www.letras.com/natti-natasha/pa-mala-yo/,2019
HP,,Maluma	,https://www.letras.com/maluma/hp/,2019
Con calma,,Daddy Yankee featuring Snow	,https://www.letras.com/daddy-yankee/con-calma-part-snow/,2019
Duele,,Reik with Wisin & Yandel	,https://www.letras.com/reik/duele-part-wisin-y-yandel/,2019
Con altura,,Rosalía with El Guincho & J Balvin	,https://www.letras.com/rosalia/con-altura-part-j-balvin-y-el-guincho/,2019
11:00 PM,,Maluma	,https://www.letras.com/maluma/11-pm/,2019
Amor a primera vista,,"Belinda, part. Los Ángeles Azules, Lalo Ebratt y Horacio Palencia",https://www.letras.com/belinda/amor-a-primera-vista/,2019
Indeciso,,Reik with J Balvin and Lalo Ebratt	,https://www.letras.com/reik/indeciso-part-j-balvin-y-lalo-ebratt/,2019
China,,"Anuel AA, Daddy Yankee, and Karol G featuring Ozuna and J Balvin	",https://www.letras.com/anuel/china/,2019
No Se Me Quita,,Maluma featuring Ricky Martin	,https://www.letras.com/maluma/no-se-me-quita-part-ricky-martin/},2019
La Canción,,J Balvin and Bad Bunny	,https://www.letras.com/j-balvin/la-cancion-part-bad-bunny/,2019
Bonita,,Juanes with Sebastián Yatra	,https://www.letras.com/juanes/bonita-part-sebastian-yatra/,2019
Tutu,,Camilo with Shakira and Pedro Capó	,https://www.letras.com/camilo-echeverry/tutu-part-pedro-capo/,2019
Caballero,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/caballero/,2019
Hasta que salga el sol,,Ozuna	,https://www.letras.com/ozuna/hasta-que-salga-el-sol/,2019
La mejor versión de mí,,Natti Natasha featuring Romeo Santos	,https://www.letras.com/natti-natasha/la-mejor-version-de-mi-remix-part-romeo-santos/,2019
Que Tire Pa Lante,,Daddy Yankee	,https://www.letras.com/daddy-yankee/que-tire-pa-lante/,2019
Caballero,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/caballero/,2019
Que Tire Pa Lante,,Daddy Yankee	,https://www.letras.com/daddy-yankee/que-tire-pa-lante/,2020
Escondidos,,La Adictiva	,https://www.letras.com/la-adictiva/escondidos/,2020
Muévelo,,Nicky Jam featuring Daddy Yankee	,https://www.letras.com/nicky-jam/muevelo-part-daddy-yankee/,2020
Me Gusta,,Shakira featuring Anuel AA	,https://www.letras.com/anitta/me-gusta-part-cardi-b-y-myke-towers/,2020
Tequila,,Juanes featuring Christian Nodal	,https://www.letras.com/juanes/tequila-part-christian-nodal/,2020
Te olvidé,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/te-olvide/,2020
Fantasía,,Ozuna	,https://www.letras.com/ozuna/fantasia/,2020
Perdiendo la cabeza,,"Carlos Rivera, Becky G and Pedro Capó	",https://www.letras.com/carlos-rivera/perdiendo-la-cabeza-part-becky-g-pedro-capo/,2020
Morado,,J Balvin	,https://www.letras.com/j-balvin/morado/,2020
Definitivamente,,Daddy Yankee featuring Sech	,https://www.letras.com/daddy-yankee/definitivamente-part-sech/,2020
Si me dices que si,,Reik featuring Camilo and Farruko	,https://www.letras.com/reik/si-me-dices-que-si-part-farruko-e-camilo/,2020
Se me olvidó,,Christian Nodal	,https://www.letras.com/christian-nodal/se-me-olvido/,2020
Tu y yo,,Raymix and Paulina Rubio	,https://www.letras.com/raymix/tu-y-yo-part-paulina-rubio/,2020
ADMV,,Maluma,https://www.letras.com/maluma/admv/,2020
Tu y yo,,Raymix featuring Paulina Rubio	,https://www.letras.com/raymix/tu-y-yo-part-paulina-rubio/,2020
Fútbol y Rumba,,Anuel AA featuring Enrique Iglesias	,https://www.letras.com/anuel/futbol-y-rumba-part-enrique-iglesias/,2020
Quiereme mientras se pueda,,Manuel Turizo	,https://www.letras.com/manuel-turizo/mientras-se-pueda/,2020
Caramelo,,Ozuna	,https://www.letras.com/ozuna/caramelo/,2020
Hawái,,Maluma	,https://www.letras.com/maluma/hawai/,2020
Ella dice,,Tini featuring Khea	,https://www.letras.com/martina-stoessel/ella-dice-part-khea/,2020
Que mal te fue,,Natti Natasha	,https://www.letras.com/natti-natasha/que-mal-te-fue/,2020
No bailes sola,,Danna Paola featuring Sebastián Yatra	,https://www.letras.com/danna-paola/no-bailes-sola-part-sebastian-yatra/,2020
Hawái,,Maluma	,https://www.letras.com/maluma/hawai/,2020
Que se sepa nuestro amor,,Mon Laferte featuring Alejandro Fernández        ,https://www.letras.com/mon-laferte/que-se-sepa-nuestro-amor-part-alejandro-fernandez/,2020
Relación (remix),,"Sech featuring Daddy Yankee, Farruko, J Balvin and Rosalía	",https://www.letras.com/sech/relacion-remix-part-daddy-yankee-j-balvin-rosalia-y-farruko/,2020
Del Mar,,Ozuna featuring Doja Cat and Sia	,https://www.letras.com/ozuna/del-mar-part-doja-cat-y-sia/,2020
Hawái,,Maluma featuring The Weeknd	,https://www.letras.com/maluma/hawai/,2020
Dime como quieres,,Christian Nodal featuring Angela Aguilar	,https://www.letras.com/christian-nodal/dime-como-quieres-part-angela-aguilar/,2020
La nota,,Manuel Turizo featuring Myke Towers and Rauw Alejandro	,https://www.letras.com/manuel-turizo/la-nota-part-rauw-alejandro-y-myke-towers/,2020
Dime como quieres,,Christian Nodal featuring Angela Aguilar	,https://www.letras.com/christian-nodal/dime-como-quieres-part-angela-aguilar/,2020
Dime Cómo Quieres,,Christian Nodal featuring Ángela Aguilar	,https://www.letras.com/christian-nodal/dime-como-quieres-part-angela-aguilar/,2021
100 años,,Carlos Rivera featuring Maluma	,https://www.letras.com/carlos-rivera/100-anos-feat-maluma/,2021
Dime Cómo Quieres,,Christian Nodal featuring Ángela Aguilar	,https://www.letras.com/christian-nodal/dime-como-quieres-part-angela-aguilar/,2021
Mi niña,,Wisin featuring Mike Towers	,https://www.letras.com/wisin/mi-nina-remix-part-myke-towers-maluma-y-anitta/,2021
Dime Cómo Quieres,,Christian Nodal featuring Ángela Aguilar	,https://www.letras.com/christian-nodal/dime-como-quieres-part-angela-aguilar/,2021
Tan enamorados,,CNCO	,https://www.letras.com/cnco/tan-enamorados/,2021
De vuelta pa´la vuelta,,Daddy Yankee featuring Marc Anthony	,https://www.letras.com/daddy-yankee/de-vuelta-pa-la-vuelta-part-marc-anthony/,2021
